organization_id,data_category,purchased,num_employees,first_call_duration_mins,industry,dm_familiarity,dm_perception,dm_awareness,existing_customer,current_spend,company_age_months,trial
761629286620202000,historical,1,34,8,CPG,3,1,3,1,"$1,190.00",4,1
716013179751935000,historical,1,210,12,CPG,2,5,3,0,$0.00,5,1
966931095610364000,historical,1,171,29,CPG,1,3,4,1,"$5,985.00",7,1
910494320497649000,historical,1,198,14,CPG,3,2,3,0,$0.00,8,1
394438856548959000,historical,1,55,10,CPG,2,4,2,0,$0.00,5,1
960473121443489000,historical,1,225,28,CPG,3,1,3,0,$0.00,2,1
187572491560806000,historical,1,164,24,CPG,5,3,1,1,"$5,740.00",4,1
648529214864747000,historical,1,203,1,CPG,5,1,3,0,$0.00,1,1
903420103639083000,historical,1,197,24,CPG,5,5,3,1,"$6,895.00",8,1
572677389106353000,historical,1,189,9,CPG,5,3,1,0,$0.00,6,1
757841965989668000,historical,1,147,15,CPG,4,5,5,0,$0.00,5,1
721630302805116000,historical,1,157,2,CPG,2,4,1,1,"$5,495.00",6,1
893441200778402000,historical,1,224,9,CPG,4,5,5,1,"$7,840.00",5,0
517698847328656000,historical,1,232,20,CPG,2,3,4,1,"$8,120.00",7,0
985226668298626000,historical,1,143,10,CPG,2,1,1,1,"$5,005.00",4,1
559461708556182000,historical,1,47,11,CPG,4,4,3,0,$0.00,4,1
702830623941913000,historical,1,157,5,CPG,3,4,3,1,"$5,495.00",8,1
721970335281928000,historical,1,236,20,CPG,3,1,3,0,$0.00,8,1
644379567557888000,historical,1,99,21,CPG,4,4,5,1,"$3,465.00",7,0
628718988891345000,historical,1,89,19,CPG,1,4,3,0,$0.00,5,1
884612180652712000,historical,1,232,20,CPG,2,4,1,1,"$8,120.00",2,1
509571117537171000,historical,1,202,19,CPG,3,1,4,0,$0.00,4,1
513770071598862000,historical,1,88,24,CPG,4,4,3,1,"$3,080.00",6,1
439970854342959000,historical,1,193,15,CPG,1,3,1,0,$0.00,5,1
162103008879778000,historical,1,61,30,CPG,1,2,3,1,"$2,135.00",3,0
881752230579297000,historical,1,125,27,CPG,4,3,1,1,"$4,375.00",1,1
366040044348702000,historical,1,16,11,CPG,1,3,1,0,$0.00,3,0
124587184694088000,historical,1,56,25,CPG,3,5,5,1,"$1,960.00",5,1
997464673324581000,historical,1,193,29,CPG,1,5,5,0,$0.00,6,1
205591254132479000,historical,1,213,7,CPG,1,1,4,1,"$7,455.00",9,1
288937456423705000,historical,1,82,20,CPG,2,5,1,0,$0.00,5,0
667175148746899000,historical,1,184,22,CPG,1,5,4,0,$0.00,9,1
978638160479199000,historical,1,130,5,CPG,2,4,1,1,"$4,550.00",5,1
340341493380854000,historical,1,107,13,CPG,2,3,5,1,"$3,745.00",1,1
683317215647292000,historical,1,126,1,CPG,1,1,5,0,$0.00,1,1
299952810337408000,historical,1,85,9,CPG,4,3,3,1,"$2,975.00",6,1
213600676931193000,historical,1,141,19,CPG,3,3,4,0,$0.00,2,1
276046497832844000,historical,1,4,4,CPG,3,1,1,1,$140.00,8,1
670983663184613000,historical,1,89,1,CPG,3,2,5,1,"$3,115.00",4,1
236495794101104000,historical,1,223,25,CPG,5,2,3,0,$0.00,3,1
376610871827453000,historical,1,120,2,CPG,4,4,3,1,"$4,200.00",4,1
988331814720766000,historical,1,143,19,CPG,5,3,3,0,$0.00,8,0
503656402516560000,historical,1,244,2,CPG,5,4,2,1,"$8,540.00",8,0
509966989518791000,historical,1,131,11,CPG,1,4,5,0,$0.00,3,1
201283153151355000,historical,1,56,7,CPG,2,4,3,0,$0.00,2,0
648181532050238000,historical,1,6,8,CPG,3,3,1,0,$0.00,6,1
450625419301810000,historical,1,27,19,CPG,2,4,1,0,$0.00,5,1
851945523739276000,historical,1,193,8,CPG,1,3,3,0,$0.00,2,1
171060855605637000,historical,1,250,13,CPG,5,2,5,0,$0.00,3,1
454847218824538000,historical,1,181,3,CPG,2,3,2,1,"$6,335.00",7,0
112279955572816000,historical,1,104,10,CPG,1,4,2,0,$0.00,2,1
524534283375754000,historical,1,102,29,CPG,1,1,5,1,"$3,570.00",6,1
807831166771029000,historical,1,237,30,CPG,5,3,1,0,$0.00,8,0
183821873877565000,historical,1,94,15,CPG,3,2,5,1,"$3,290.00",3,1
826313279680576000,historical,1,240,21,CPG,3,1,2,0,$0.00,2,1
133876181262695000,historical,1,42,30,CPG,3,5,2,0,$0.00,6,1
526265726261753000,historical,1,55,3,CPG,5,3,2,1,"$1,925.00",6,0
837818393468144000,historical,1,175,14,CPG,5,5,2,1,"$6,125.00",6,1
691912650098490000,historical,1,216,24,CPG,5,2,2,0,$0.00,3,1
596438982013695000,historical,1,128,23,CPG,4,1,3,0,$0.00,8,1
282755086661038000,historical,1,153,22,CPG,3,5,1,0,$0.00,4,1
223587726666923000,historical,1,208,30,CPG,1,4,2,0,$0.00,5,1
956861794374727000,historical,1,65,7,CPG,2,5,4,1,"$2,275.00",8,0
711546129864372000,historical,1,112,9,CPG,4,4,1,1,"$3,920.00",1,1
536867608410468000,historical,1,216,4,CPG,4,3,3,1,"$7,560.00",9,0
962307987271639000,historical,1,168,26,CPG,1,4,1,1,"$5,880.00",7,1
315434588071728000,historical,1,93,26,CPG,5,4,2,0,$0.00,7,1
992416176653224000,historical,1,52,2,CPG,3,3,1,1,"$1,820.00",7,0
693437465034577000,historical,1,209,11,CPG,3,3,5,0,$0.00,7,1
931726721470685000,historical,1,38,25,CPG,1,5,4,0,$0.00,8,0
940132145112091000,historical,1,43,28,CPG,5,1,3,0,$0.00,7,1
856757592344980000,historical,1,70,6,CPG,4,1,5,1,"$2,450.00",6,1
426892786907884000,historical,1,204,20,CPG,2,4,5,1,"$7,140.00",6,0
767579598648036000,historical,1,23,8,CPG,3,3,5,0,$0.00,9,1
151044977750830000,historical,1,67,2,CPG,4,3,3,1,"$2,345.00",5,0
976751167229865000,historical,1,230,4,CPG,4,5,2,1,"$8,050.00",2,0
550720373354800000,historical,1,191,14,CPG,4,5,1,1,"$6,685.00",6,1
931148116218132000,historical,1,46,20,CPG,2,1,3,0,$0.00,5,1
735128374262477000,historical,1,67,28,CPG,1,1,1,1,"$2,345.00",4,0
981480520241974000,historical,1,165,25,CPG,1,5,3,1,"$5,775.00",1,1
384025046172500000,historical,1,161,6,CPG,4,2,1,1,"$5,635.00",8,0
423604429447455000,historical,1,246,25,CPG,2,2,4,1,"$8,610.00",2,0
175075548127256000,historical,1,144,30,CPG,5,4,2,1,"$5,040.00",2,1
125879188887591000,historical,1,244,24,CPG,2,1,2,0,$0.00,2,0
439538522589493000,historical,1,195,21,CPG,5,4,2,0,$0.00,1,1
273797891669460000,historical,1,130,21,CPG,1,3,5,0,$0.00,9,1
655979457496571000,historical,1,142,2,CPG,3,5,1,0,$0.00,8,1
989046353189684000,historical,1,67,1,CPG,4,4,5,1,"$2,345.00",7,1
157605334947451000,historical,1,229,19,CPG,4,2,1,1,"$8,015.00",2,1
999922742298978000,historical,1,91,1,CPG,5,3,4,0,$0.00,1,1
354259383166803000,historical,1,213,17,CPG,3,4,3,0,$0.00,8,1
630235698733960000,historical,1,220,26,CPG,1,3,5,1,"$7,700.00",7,1
560847841694735000,historical,1,178,29,CPG,2,4,3,0,$0.00,8,1
791513444753659000,historical,1,81,13,CPG,1,5,4,1,"$2,835.00",2,1
399612861010817000,historical,1,212,13,CPG,2,4,5,0,$0.00,9,1
135161580396926000,historical,1,165,28,CPG,4,4,5,1,"$5,775.00",4,1
215496294439539000,historical,1,121,27,CPG,1,4,4,1,"$4,235.00",6,0
398665397860731000,historical,1,53,21,CPG,2,4,5,0,$0.00,4,1
370371611589356000,historical,1,235,12,CPG,1,1,3,0,$0.00,9,1
572940257804782000,historical,1,245,5,CPG,3,2,1,0,$0.00,8,1
424433014936757000,historical,1,79,17,CPG,4,5,4,0,$0.00,8,0
761385644288262000,historical,1,46,29,CPG,5,4,1,0,$0.00,2,0
902258322419455000,historical,1,55,27,CPG,3,4,4,1,"$1,925.00",5,1
610546919377978000,historical,1,178,17,CPG,4,2,5,0,$0.00,3,1
143839676017251000,historical,1,36,4,CPG,4,3,3,1,"$1,260.00",5,1
707985540326919000,historical,1,42,16,CPG,4,2,5,0,$0.00,4,0
960158854840672000,historical,1,70,14,CPG,4,3,3,0,$0.00,1,0
397119944239135000,historical,1,192,4,CPG,1,3,4,0,$0.00,6,1
487732732882170000,historical,1,247,2,CPG,4,2,1,1,"$8,645.00",1,0
597433702449690000,historical,1,225,9,CPG,3,3,3,0,$0.00,3,1
208809751524681000,historical,1,111,24,CPG,4,5,4,0,$0.00,1,1
279229424105163000,historical,1,100,30,CPG,4,2,1,0,$0.00,6,0
862623156240459000,historical,1,64,3,CPG,2,1,4,0,$0.00,9,0
687706058407477000,historical,1,194,10,CPG,5,4,4,0,$0.00,3,0
387918253846422000,historical,1,198,10,CPG,1,1,4,0,$0.00,4,1
551455153798737000,historical,1,76,27,CPG,5,3,2,1,"$2,660.00",2,1
424710648469400000,historical,1,10,7,CPG,4,2,1,1,$350.00,4,1
947065435687242000,historical,1,164,26,CPG,2,3,2,1,"$5,740.00",3,1
539072925314160000,historical,1,99,4,CPG,5,5,2,1,"$3,465.00",7,1
228738146413919000,historical,1,211,20,CPG,2,3,3,1,"$7,385.00",4,1
563306711530629000,historical,1,73,15,CPG,1,5,3,1,"$2,555.00",9,1
654543729707894000,historical,1,47,15,CPG,2,3,5,1,"$1,645.00",6,1
234754121426721000,historical,1,118,30,CPG,4,2,1,1,"$4,130.00",7,1
525754008510245000,historical,1,135,23,CPG,4,5,2,0,$0.00,1,1
486577360317094000,historical,1,14,8,CPG,4,4,3,0,$0.00,8,1
570794697356505000,historical,1,5,10,CPG,1,4,1,0,$0.00,6,1
401593546686270000,historical,1,171,6,CPG,1,3,4,0,$0.00,8,0
566230444278255000,historical,1,17,3,CPG,1,5,2,0,$0.00,3,1
274758281000995000,historical,1,101,29,CPG,3,3,4,1,"$3,535.00",3,1
145382587432863000,historical,1,111,28,CPG,1,5,4,0,$0.00,5,0
244095428752069000,historical,1,57,27,CPG,2,3,2,0,$0.00,4,0
821693354642027000,historical,1,108,13,CPG,3,4,3,0,$0.00,4,0
193946857651337000,historical,1,7,19,CPG,5,5,3,0,$0.00,4,0
717021789757445000,historical,1,164,15,CPG,5,5,2,1,"$5,740.00",3,0
939093281647643000,historical,1,93,29,CPG,4,1,2,1,"$3,255.00",2,1
783466247322353000,historical,1,31,13,CPG,4,4,5,0,$0.00,3,1
519304680352424000,historical,1,112,2,CPG,3,1,2,1,"$3,920.00",6,1
959290664579035000,historical,1,208,9,CPG,4,1,3,1,"$7,280.00",6,1
407501914432145000,historical,1,154,11,CPG,3,3,5,1,"$5,390.00",9,1
737199601711280000,historical,1,54,7,CPG,1,3,1,0,$0.00,9,1
377788642322646000,historical,1,96,20,CPG,2,1,2,0,$0.00,7,1
703682507628126000,historical,1,173,25,CPG,1,4,5,0,$0.00,8,1
800652888268927000,historical,1,53,22,CPG,1,4,3,0,$0.00,2,1
791324165684887000,historical,1,79,28,CPG,1,4,2,1,"$2,765.00",8,1
965147303295014000,historical,1,11,30,CPG,4,1,3,0,$0.00,6,1
845641377860994000,historical,1,227,2,CPG,4,3,4,1,"$7,945.00",1,1
252564385918078000,historical,1,112,7,CPG,1,4,4,1,"$3,920.00",2,0
176274030531481000,historical,1,50,2,CPG,1,3,2,0,$0.00,7,1
586536375821760000,historical,1,29,4,CPG,3,2,3,0,$0.00,5,1
751904364688930000,historical,1,45,22,CPG,1,5,4,1,"$1,575.00",4,1
280225548094227000,historical,1,239,25,CPG,1,4,4,0,$0.00,6,0
724554338320215000,historical,1,199,30,CPG,3,5,1,1,"$6,965.00",6,1
981392997977357000,historical,1,166,30,CPG,1,3,4,1,"$5,810.00",7,1
661256134062802000,historical,1,55,2,CPG,5,2,4,0,$0.00,4,0
628037987088750000,historical,1,120,22,CPG,3,1,3,1,"$4,200.00",3,1
584957653476697000,historical,1,228,7,CPG,4,1,2,0,$0.00,7,1
987825543444766000,historical,1,140,9,CPG,3,1,5,1,"$4,900.00",8,0
783475834102148000,historical,1,25,22,CPG,4,2,4,0,$0.00,9,1
127730472078275000,historical,1,127,25,CPG,3,1,2,0,$0.00,4,1
506351067274157000,historical,1,183,3,CPG,4,1,1,1,"$6,405.00",7,1
113061024281431000,historical,1,195,30,CPG,1,3,2,1,"$6,825.00",2,1
930596001630314000,historical,1,203,8,CPG,1,3,4,0,$0.00,4,1
170236574929090000,historical,1,163,30,CPG,2,3,5,1,"$5,705.00",3,0
336352008489491000,historical,1,137,3,CPG,3,3,5,1,"$4,795.00",8,1
337776704640578000,historical,1,142,2,CPG,2,1,4,1,"$4,970.00",4,1
116156328108466000,historical,1,180,11,CPG,5,2,4,1,"$6,300.00",8,1
216754660705437000,historical,1,40,11,CPG,1,4,1,1,"$1,400.00",3,1
384550907369977000,historical,1,211,8,CPG,2,3,2,1,"$7,385.00",2,1
382316075478028000,historical,1,144,1,CPG,5,4,5,0,$0.00,7,0
409696973542873000,historical,1,240,11,CPG,1,1,5,0,$0.00,1,1
190270979891891000,historical,1,135,17,CPG,4,3,5,0,$0.00,7,1
554279256228624000,historical,1,238,9,CPG,1,5,4,1,"$8,330.00",9,0
479629777528567000,historical,1,26,14,CPG,2,1,4,0,$0.00,3,0
546410267196198000,historical,1,95,2,CPG,1,4,2,1,"$3,325.00",6,1
808446058129449000,historical,1,14,3,CPG,3,5,4,0,$0.00,6,1
317928405017968000,historical,1,243,26,CPG,4,1,4,1,"$8,505.00",8,0
988844256134208000,historical,1,195,13,CPG,2,5,3,0,$0.00,1,0
587876313274410000,historical,1,213,20,CPG,3,1,5,0,$0.00,4,0
832826032367908000,historical,1,7,14,CPG,2,2,5,0,$0.00,5,1
254053815462088000,historical,1,158,27,CPG,4,5,5,1,"$5,530.00",1,1
500201766952670000,historical,1,145,9,CPG,3,5,5,1,"$5,075.00",6,0
420259425426568000,historical,1,17,22,CPG,1,4,4,1,$595.00,7,1
484514676817482000,historical,1,149,7,CPG,5,3,3,1,"$5,215.00",8,0
757728363085552000,historical,1,243,1,CPG,4,4,4,0,$0.00,3,1
204510497915019000,historical,1,137,8,CPG,2,1,4,1,"$4,795.00",5,0
727904768169383000,historical,1,31,8,CPG,3,3,1,0,$0.00,5,1
912726359455188000,historical,1,99,14,CPG,3,5,2,0,$0.00,6,1
789948912724412000,historical,1,144,25,CPG,3,2,4,0,$0.00,6,0
339306644542972000,historical,1,83,4,CPG,1,4,1,1,"$2,905.00",3,1
404059594707520000,historical,1,42,15,CPG,5,5,3,0,$0.00,5,1
155591950209229000,historical,1,134,11,CPG,1,3,2,1,"$4,690.00",8,1
480684715905641000,historical,1,37,12,CPG,3,2,3,0,$0.00,1,0
812992367726493000,historical,1,143,25,CPG,2,1,3,0,$0.00,1,1
267561050800679000,historical,1,91,28,CPG,4,3,2,1,"$3,185.00",4,1
724429358336198000,historical,1,60,30,CPG,1,2,1,1,"$2,100.00",5,0
710052443961334000,historical,1,190,11,CPG,2,4,2,0,$0.00,8,1
980609796773831000,historical,1,43,11,CPG,5,1,5,1,"$1,505.00",9,0
111451091644578000,historical,1,91,22,CPG,1,3,2,0,$0.00,4,0
551198004657585000,historical,1,241,16,CPG,4,4,1,0,$0.00,6,1
685331432194794000,historical,1,248,1,CPG,5,5,1,0,$0.00,4,1
556195423131594000,historical,1,188,21,CPG,1,2,2,0,$0.00,1,0
738818802358435000,historical,1,28,3,CPG,3,2,1,0,$0.00,1,1
230696059086714000,historical,1,0,26,CPG,1,2,4,1,$0.00,9,0
563651033377188000,historical,1,184,17,CPG,3,5,5,0,$0.00,4,1
130166853977937000,historical,1,216,13,CPG,1,1,4,0,$0.00,6,0
520511206414976000,historical,1,160,2,CPG,1,5,3,1,"$5,600.00",4,1
375344932298544000,historical,1,84,10,CPG,5,1,3,0,$0.00,3,0
785633327604914000,historical,1,225,8,CPG,2,5,5,0,$0.00,5,1
827033527896980000,historical,1,25,21,CPG,5,5,5,1,$875.00,9,1
472026942685991000,historical,1,237,13,CPG,5,5,5,0,$0.00,1,1
370022522364598000,historical,1,250,11,CPG,3,5,5,1,"$8,750.00",4,1
984058995525908000,historical,1,160,28,CPG,4,5,1,0,$0.00,9,1
288897007987508000,historical,1,232,19,CPG,3,4,1,0,$0.00,1,1
670691775141101000,historical,1,174,30,CPG,3,1,5,0,$0.00,2,1
756247984961855000,historical,1,77,28,CPG,3,2,5,1,"$2,695.00",7,1
891520148026265000,historical,1,49,15,CPG,4,5,3,0,$0.00,3,1
403713231850282000,historical,1,199,1,CPG,5,3,2,0,$0.00,1,1
463555823365950000,historical,1,164,11,HC,2,5,1,0,$0.00,2,1
333526803414828000,historical,1,47,10,HC,1,4,5,1,"$1,645.00",6,1
703142110876518000,historical,1,114,26,HC,4,5,3,1,"$3,990.00",3,1
125240730703129000,historical,1,54,10,HC,2,3,2,0,$0.00,9,1
462458473356794000,historical,1,96,27,HC,2,5,5,1,"$3,360.00",4,1
507506110726137000,historical,1,19,14,HC,2,1,4,0,$0.00,5,1
410351454360402000,historical,1,162,17,HC,3,3,5,1,"$5,670.00",8,1
798438583743009000,historical,1,122,9,HC,3,2,3,0,$0.00,5,1
896492357053928000,historical,1,147,21,HC,4,2,2,1,"$5,145.00",3,1
773096502384113000,historical,1,41,6,HC,2,1,1,1,"$1,435.00",3,1
487119700147217000,historical,1,122,4,HC,5,1,2,1,"$4,270.00",3,1
720918793760126000,historical,1,20,7,HC,4,3,3,0,$0.00,8,1
271437677988239000,historical,1,222,19,HC,1,1,2,1,"$7,770.00",9,1
718112609005185000,historical,1,97,6,HC,2,5,5,1,"$3,395.00",7,1
203340518312293000,historical,1,42,18,HC,2,2,3,0,$0.00,3,0
237897696898252000,historical,1,72,4,HC,3,4,1,1,"$2,520.00",6,0
915078675589614000,historical,1,171,14,HC,3,1,3,1,"$5,985.00",9,0
902602957396988000,historical,1,247,1,HC,5,4,1,1,"$8,645.00",9,1
538783763414137000,historical,1,69,1,HC,5,5,4,0,$0.00,3,1
707153327926317000,historical,1,16,30,HC,4,4,3,0,$0.00,4,1
755542819202715000,historical,1,182,11,HC,4,3,1,0,$0.00,7,1
966435149906110000,historical,1,128,12,HC,4,1,5,0,$0.00,9,1
842075771690261000,historical,1,150,9,HC,4,4,3,1,"$5,250.00",1,1
626225432666458000,historical,1,16,24,HC,3,2,5,0,$0.00,1,1
253588700534899000,historical,1,207,2,HC,5,4,3,0,$0.00,2,1
787320625779449000,historical,1,232,6,HC,3,3,3,0,$0.00,9,1
466829694304396000,historical,1,114,25,HC,1,2,2,1,"$3,990.00",1,1
753156731158171000,historical,1,131,24,HC,1,3,3,0,$0.00,2,1
233552491172263000,historical,1,235,8,HC,1,4,1,1,"$8,225.00",5,1
786637038234428000,historical,1,187,26,HC,4,3,4,0,$0.00,8,1
399167522057643000,historical,1,144,7,HC,4,1,3,1,"$5,040.00",1,1
507803369145441000,historical,1,235,19,HC,5,3,5,1,"$8,225.00",8,0
653670452397375000,historical,1,105,24,HC,3,4,4,1,"$3,675.00",5,0
783357226422122000,historical,1,60,8,HC,2,3,1,1,"$2,100.00",6,0
478548386785981000,historical,1,73,8,HC,5,4,3,1,"$2,555.00",3,1
757583007233376000,historical,1,138,29,HC,4,4,5,1,"$4,830.00",1,1
569168308611969000,historical,1,222,21,HC,3,4,3,0,$0.00,5,1
682678934773045000,historical,1,91,18,HC,1,1,3,0,$0.00,3,1
762603762756999000,historical,1,239,10,HC,5,2,4,0,$0.00,4,1
602813503332644000,historical,1,33,20,HC,2,2,4,1,"$1,155.00",8,1
781959586677357000,historical,1,109,14,HC,2,5,4,0,$0.00,1,1
977789413121174000,historical,1,123,23,HC,5,4,5,1,"$4,305.00",1,1
896574595869214000,historical,1,222,24,HC,4,1,4,1,"$7,770.00",8,1
871413169465764000,historical,1,24,3,HC,4,3,4,1,$840.00,4,1
716802297630901000,historical,1,147,15,HC,2,5,1,0,$0.00,1,1
762817366277425000,historical,1,239,25,HC,4,5,4,0,$0.00,8,1
574508973357568000,historical,1,93,25,HC,1,1,1,0,$0.00,9,1
710685009439662000,historical,1,149,14,HC,5,3,2,1,"$5,215.00",5,1
804214264823568000,historical,1,64,5,HC,2,3,1,1,"$2,240.00",2,1
146864571002695000,historical,1,14,22,HC,5,3,4,1,$490.00,5,1
878163254194917000,historical,1,66,10,HC,2,4,1,1,"$2,310.00",9,1
814081124410165000,historical,1,58,18,HC,1,3,2,1,"$2,030.00",8,1
863121589205016000,historical,1,141,19,HC,2,3,3,1,"$4,935.00",2,1
623072537033554000,historical,1,154,16,HC,4,1,1,1,"$5,390.00",1,1
