date,usr_id,days_active,cross_sell
2018-01-31,XHN10000123,8,1
2018-01-31,XHN10000124,11,0
2018-01-31,XHN10000125,4,1
2018-01-31,XHN10000126,2,0
2018-01-31,XHN10000127,10,1
2018-01-31,XHN10000128,18,1
2018-01-31,XHN10000129,14,0
2018-01-31,XHN10000130,24,1
2018-01-31,XHN10000131,5,1
2018-01-31,XHN10000132,16,1
2018-01-31,XHN10000133,6,1
2018-01-31,XHN10000134,5,1
2018-01-31,XHN10000135,1,1
2018-01-31,XHN10000136,13,1
2018-01-31,XHN10000137,16,1
2018-01-31,XHN10000138,11,1
2018-01-31,XHN10000139,12,1
2018-01-31,XHN10000140,21,1
2018-01-31,XHN10000141,10,1
2018-01-31,XHN10000142,8,1
2018-01-31,XHN10000143,11,0
2018-01-31,XHN10000144,7,1
2018-01-31,XHN10000145,10,1
2018-01-31,XHN10000146,4,1
2018-01-31,XHN10000147,22,1
2018-01-31,XHN10000148,24,1
2018-01-31,XHN10000149,20,1
2018-01-31,XHN10000150,16,1
2018-01-31,XHN10000151,4,1
2018-01-31,XHN10000152,4,1
2018-01-31,XHN10000153,2,1
2018-01-31,XHN10000154,1,1
2018-01-31,XHN10000155,2,1
2018-01-31,XHN10000156,5,1
2018-01-31,XHN10000157,3,1
2018-01-31,XHN10000158,16,1
2018-01-31,XHN10000159,9,1
2018-01-31,XHN10000160,23,0
2018-01-31,XHN10000161,12,1
2018-01-31,XHN10000162,2,1
2018-01-31,XHN10000163,20,1
2018-01-31,XHN10000164,8,1
2018-01-31,XHN10000165,10,0
2018-01-31,XHN10000166,6,0
2018-01-31,XHN10000167,23,1
2018-01-31,XHN10000168,14,1
2018-01-31,XHN10000169,20,1
2018-01-31,XHN10000170,19,1
2018-01-31,XHN10000171,10,1
2018-01-31,XHN10000172,3,1
2018-01-31,XHN10000173,16,1
2018-01-31,XHN10000174,7,0
2018-01-31,XHN10000175,13,1
2018-01-31,XHN10000176,16,1
2018-01-31,XHN10000177,3,1
2018-01-31,XHN10000178,23,1
2018-01-31,XHN10000179,1,1
2018-01-31,XHN10000180,27,1
2018-01-31,XHN10000181,9,1
2018-01-31,XHN10000182,2,1
2018-01-31,XHN10000183,11,1
2018-01-31,XHN10000184,17,1
2018-01-31,XHN10000185,4,1
2018-01-31,XHN10000186,15,1
2018-01-31,XHN10000187,18,1
2018-01-31,XHN10000188,6,1
2018-01-31,XHN10000189,5,0
2018-01-31,XHN10000190,3,1
2018-01-31,XHN10000191,27,1
2018-01-31,XHN10000192,5,1
2018-01-31,XHN10000193,4,1
2018-01-31,XHN10000194,5,1
2018-01-31,XHN10000195,15,1
2018-01-31,XHN10000196,15,1
2018-01-31,XHN10000197,21,1
2018-01-31,XHN10000198,8,0
2018-01-31,XHN10000199,2,1
2018-01-31,XHN10000200,14,1
2018-01-31,XHN10000201,11,1
2018-01-31,XHN10000202,4,1
2018-01-31,XHN10000203,20,1
2018-01-31,XHN10000204,13,1
2018-01-31,XHN10000205,7,1
2018-01-31,XHN10000206,11,1
2018-01-31,XHN10000207,13,1
2018-01-31,XHN10000208,2,1
2018-01-31,XHN10000209,20,0
2018-01-31,XHN10000210,15,1
2018-01-31,XHN10000211,4,1
2018-01-31,XHN10000212,2,1
2018-01-31,XHN10000213,11,1
2018-01-31,XHN10000214,2,1
2018-01-31,XHN10000215,24,1
2018-01-31,XHN10000216,14,1
2018-01-31,XHN10000217,3,1
2018-01-31,XHN10000218,2,1
2018-01-31,XHN10000219,2,0
2018-01-31,XHN10000220,13,1
2018-01-31,XHN10000221,23,1
2018-01-31,XHN10000222,11,1
2018-01-31,XHN10000223,12,1
2018-01-31,XHN10000224,13,1
2018-01-31,XHN10000225,3,0
2018-01-31,XHN10000226,22,0
2018-01-31,XHN10000227,7,1
2018-01-31,XHN10000228,1,1
2018-01-31,XHN10000229,13,1
2018-01-31,XHN10000230,9,1
2018-01-31,XHN10000231,10,1
2018-01-31,XHN10000232,15,0
2018-01-31,XHN10000233,15,1
2018-01-31,XHN10000234,24,1
2018-01-31,XHN10000235,3,1
2018-01-31,XHN10000236,1,1
2018-01-31,XHN10000237,13,0
2018-01-31,XHN10000238,28,1
2018-01-31,XHN10000239,4,1
2018-01-31,XHN10000240,5,1
2018-01-31,XHN10000241,19,1
2018-01-31,XHN10000242,5,0
2018-01-31,XHN10000243,13,1
2018-01-31,XHN10000244,4,1
2018-01-31,XHN10000245,18,1
2018-01-31,XHN10000246,6,1
2018-01-31,XHN10000247,12,1
2018-01-31,XHN10000248,4,0
2018-01-31,XHN10000249,5,1
2018-01-31,XHN10000250,11,0
2018-01-31,XHN10000251,14,1
2018-01-31,XHN10000252,2,1
2018-01-31,XHN10000253,28,1
2018-01-31,XHN10000254,14,1
2018-01-31,XHN10000255,18,0
2018-01-31,XHN10000256,9,1
2018-01-31,XHN10000257,10,0
2018-01-31,XHN10000258,10,1
2018-01-31,XHN10000259,1,1
2018-01-31,XHN10000260,21,1
2018-01-31,XHN10000261,9,1
2018-01-31,XHN10000262,8,0
2018-01-31,XHN10000263,19,1
2018-01-31,XHN10000264,17,1
2018-01-31,XHN10000265,1,1
2018-01-31,XHN10000266,6,0
2018-01-31,XHN10000267,23,1
2018-01-31,XHN10000268,3,1
2018-01-31,XHN10000269,1,0
2018-01-31,XHN10000270,13,1
2018-01-31,XHN10000271,11,1
2018-01-31,XHN10000272,19,1
2018-01-31,XHN10000273,5,1
2018-01-31,XHN10000274,28,1
2018-01-31,XHN10000275,3,0
2018-01-31,XHN10000276,5,0
2018-01-31,XHN10000277,16,0
2018-01-31,XHN10000278,2,1
2018-01-31,XHN10000279,20,1
2018-01-31,XHN10000280,22,1
2018-01-31,XHN10000281,27,1
2018-01-31,XHN10000282,23,1
2018-01-31,XHN10000283,3,0
2018-01-31,XHN10000284,11,1
2018-01-31,XHN10000285,16,0
2018-01-31,XHN10000286,1,1
2018-01-31,XHN10000287,12,0
2018-01-31,XHN10000288,9,0
2018-01-31,XHN10000289,14,1
2018-01-31,XHN10000290,7,1
2018-01-31,XHN10000291,10,1
2018-01-31,XHN10000292,13,1
2018-01-31,XHN10000293,21,1
2018-01-31,XHN10000294,24,1
2018-01-31,XHN10000295,1,1
2018-01-31,XHN10000296,4,1
2018-01-31,XHN10000297,23,1
2018-01-31,XHN10000298,22,1
2018-01-31,XHN10000299,11,1
2018-01-31,XHN10000300,6,0
2018-01-31,XHN10000301,9,1
2018-01-31,XHN10000302,3,1
2018-01-31,XHN10000303,9,1
2018-01-31,XHN10000304,4,0
2018-01-31,XHN10000305,16,1
2018-01-31,XHN10000306,3,1
2018-01-31,XHN10000307,10,1
2018-01-31,XHN10000308,1,0
2018-01-31,XHN10000309,3,1
2018-01-31,XHN10000310,9,1
2018-01-31,XHN10000311,7,1
2018-01-31,XHN10000312,18,1
2018-01-31,XHN10000313,14,1
2018-01-31,XHN10000314,3,1
2018-01-31,XHN10000315,14,1
2018-01-31,XHN10000316,7,1
2018-01-31,XHN10000317,17,1
2018-01-31,XHN10000318,2,0
2018-01-31,XHN10000319,19,1
2018-01-31,XHN10000320,21,0
2018-01-31,XHN10000321,5,0
2018-01-31,XHN10000322,8,0
2018-01-31,XHN10000323,6,1
2018-01-31,XHN10000324,12,1
2018-01-31,XHN10000325,9,1
2018-01-31,XHN10000326,15,1
2018-01-31,XHN10000327,17,1
2018-01-31,XHN10000328,24,1
2018-01-31,XHN10000329,1,1
2018-01-31,XHN10000330,7,1
2018-01-31,XHN10000331,1,0
2018-01-31,XHN10000332,7,1
2018-01-31,XHN10000333,3,1
2018-01-31,XHN10000334,4,1
2018-01-31,XHN10000335,6,1
2018-01-31,XHN10000336,4,1
2018-01-31,XHN10000337,28,1
2018-01-31,XHN10000338,7,1
2018-01-31,XHN10000339,4,1
2018-01-31,XHN10000340,10,1
2018-01-31,XHN10000341,15,0
2018-01-31,XHN10000342,8,0
2018-01-31,XHN10000343,7,1
2018-01-31,XHN10000344,5,1
2018-01-31,XHN10000345,16,1
2018-01-31,XHN10000346,8,1
2018-01-31,XHN10000347,8,1
2018-01-31,XHN10000348,15,1
2018-01-31,XHN10000349,7,1
2018-01-31,XHN10000350,15,1
2018-01-31,XHN10000351,7,1
2018-01-31,XHN10000352,21,1
2018-01-31,XHN10000353,12,1
2018-01-31,XHN10000354,1,1
2018-01-31,XHN10000355,16,1
2018-01-31,XHN10000356,20,1
2018-01-31,XHN10000357,17,1
2018-01-31,XHN10000358,4,0
2018-01-31,XHN10000359,5,1
2018-01-31,XHN10000360,16,1
2018-01-31,XHN10000361,14,1
2018-01-31,XHN10000362,12,1
2018-01-31,XHN10000363,13,1
2018-01-31,XHN10000364,10,1
2018-01-31,XHN10000365,15,0
2018-01-31,XHN10000366,9,1
2018-01-31,XHN10000367,6,0
2018-01-31,XHN10000368,5,1
2018-01-31,XHN10000369,14,0
2018-01-31,XHN10000370,1,1
2018-01-31,XHN10000371,28,1
2018-01-31,XHN10000372,3,1
2018-01-31,XHN10000373,9,0
2018-01-31,XHN10000374,13,1
2018-01-31,XHN10000375,10,0
2018-01-31,XHN10000376,16,1
2018-01-31,XHN10000377,9,0
2018-01-31,XHN10000378,1,1
2018-01-31,XHN10000379,25,1
2018-01-31,XHN10000380,4,1
2018-01-31,XHN10000381,1,0
2018-01-31,XHN10000382,19,1
2018-01-31,XHN10000383,9,1
2018-01-31,XHN10000384,17,1
2018-01-31,XHN10000385,5,1
2018-01-31,XHN10000386,18,0
2018-01-31,XHN10000387,20,1
2018-01-31,XHN10000388,14,1
2018-01-31,XHN10000389,18,1
2018-01-31,XHN10000390,9,1
2018-01-31,XHN10000391,1,1
2018-01-31,XHN10000392,6,1
2018-01-31,XHN10000393,7,1
2018-01-31,XHN10000394,3,1
2018-01-31,XHN10000395,26,1
2018-01-31,XHN10000396,7,1
2018-01-31,XHN10000397,3,1
2018-01-31,XHN10000398,4,1
2018-01-31,XHN10000399,4,1
2018-01-31,XHN10000400,5,1
2018-01-31,XHN10000401,6,1
2018-01-31,XHN10000402,6,1
2018-01-31,XHN10000403,4,1
2018-01-31,XHN10000404,18,1
2018-01-31,XHN10000405,18,1
2018-01-31,XHN10000406,2,1
2018-01-31,XHN10000407,12,1
2018-01-31,XHN10000408,17,1
2018-01-31,XHN10000409,3,1
2018-01-31,XHN10000410,12,1
2018-01-31,XHN10000411,15,0
2018-01-31,XHN10000412,28,1
2018-01-31,XHN10000413,3,0
2018-01-31,XHN10000414,19,1
2018-01-31,XHN10000415,3,0
2018-01-31,XHN10000416,13,1
2018-01-31,XHN10000417,24,1
2018-01-31,XHN10000418,2,0
2018-01-31,XHN10000419,8,1
2018-01-31,XHN10000420,2,1
2018-01-31,XHN10000421,11,1
2018-01-31,XHN10000422,17,1
2018-01-31,XHN10000423,16,1
2018-01-31,XHN10000424,11,0
2018-01-31,XHN10000425,8,1
2018-01-31,XHN10000426,21,0
2018-01-31,XHN10000427,8,1
2018-01-31,XHN10000428,13,1
2018-01-31,XHN10000429,10,1
2018-01-31,XHN10000430,16,1
2018-01-31,XHN10000431,16,0
2018-01-31,XHN10000432,8,1
2018-01-31,XHN10000433,7,1
2018-01-31,XHN10000434,3,1
2018-01-31,XHN10000435,19,1
2018-01-31,XHN10000436,2,1
2018-01-31,XHN10000437,10,1
2018-01-31,XHN10000438,2,0
2018-01-31,XHN10000439,14,1
2018-01-31,XHN10000440,18,0
2018-01-31,XHN10000441,3,1
2018-01-31,XHN10000442,8,1
2018-01-31,XHN10000443,6,1
2018-01-31,XHN10000444,2,1
2018-01-31,XHN10000445,15,1
2018-01-31,XHN10000446,6,0
2018-01-31,XHN10000447,11,1
2018-01-31,XHN10000448,5,1
2018-01-31,XHN10000449,18,1
2018-01-31,XHN10000450,3,1
2018-01-31,XHN10000451,4,1
2018-01-31,XHN10000452,10,1
2018-01-31,XHN10000453,25,1
2018-01-31,XHN10000454,1,1
2018-01-31,XHN10000455,16,1
2018-01-31,XHN10000456,4,1
2018-01-31,XHN10000457,24,1
2018-01-31,XHN10000458,17,1
2018-01-31,XHN10000459,9,1
2018-01-31,XHN10000460,18,0
2018-01-31,XHN10000461,22,1
2018-01-31,XHN10000462,19,1
2018-01-31,XHN10000463,7,1
2018-01-31,XHN10000464,16,1
2018-01-31,XHN10000465,4,1
2018-01-31,XHN10000466,9,1
2018-01-31,XHN10000467,3,1
2018-01-31,XHN10000468,22,1
2018-01-31,XHN10000469,6,1
2018-01-31,XHN10000470,9,1
2018-01-31,XHN10000471,14,1
2018-01-31,XHN10000472,8,1
2018-01-31,XHN10000473,10,1
2018-01-31,XHN10000474,1,0
2018-01-31,XHN10000475,18,1
2018-01-31,XHN10000476,10,0
2018-01-31,XHN10000477,10,1
2018-01-31,XHN10000478,21,0
2018-01-31,XHN10000479,2,1
2018-01-31,XHN10000480,5,0
2018-01-31,XHN10000481,16,1
2018-01-31,XHN10000482,3,1
2018-01-31,XHN10000483,11,1
2018-01-31,XHN10000484,15,1
2018-01-31,XHN10000485,9,1
2018-01-31,XHN10000486,4,1
2018-01-31,XHN10000487,13,1
2018-01-31,XHN10000488,1,1
2018-01-31,XHN10000489,8,1
2018-01-31,XHN10000490,7,1
2018-01-31,XHN10000491,8,1
2018-01-31,XHN10000492,2,0
2018-01-31,XHN10000493,11,0
2018-01-31,XHN10000494,5,1
2018-01-31,XHN10000495,8,1
2018-01-31,XHN10000496,1,1
2018-01-31,XHN10000497,2,0
2018-01-31,XHN10000498,7,1
2018-01-31,XHN10000499,2,1
2018-01-31,XHN10000500,26,1
2018-01-31,XHN10000501,14,1
2018-01-31,XHN10000502,2,1
2018-01-31,XHN10000503,15,1
2018-01-31,XHN10000504,8,1
2018-01-31,XHN10000505,26,1
2018-01-31,XHN10000506,8,1
2018-01-31,XHN10000507,18,0
2018-01-31,XHN10000508,18,0
2018-01-31,XHN10000509,13,1
2018-01-31,XHN10000510,25,1
2018-01-31,XHN10000511,24,1
2018-01-31,XHN10000512,3,1
2018-01-31,XHN10000513,15,1
2018-01-31,XHN10000514,13,1
2018-01-31,XHN10000515,6,0
2018-01-31,XHN10000516,22,1
2018-01-31,XHN10000517,1,1
2018-01-31,XHN10000518,14,0
2018-01-31,XHN10000519,14,0
2018-01-31,XHN10000520,2,0
2018-01-31,XHN10000521,25,1
2018-01-31,XHN10000522,3,1
2018-01-31,XHN10000523,8,1
2018-01-31,XHN10000524,22,1
2018-01-31,XHN10000525,15,0
2018-01-31,XHN10000526,13,1
2018-01-31,XHN10000527,9,1
2018-01-31,XHN10000528,8,1
2018-01-31,XHN10000529,3,1
2018-01-31,XHN10000530,3,1
2018-01-31,XHN10000531,1,1
2018-01-31,XHN10000532,9,1
2018-01-31,XHN10000533,2,0
2018-01-31,XHN10000534,2,1
2018-01-31,XHN10000535,15,1
2018-01-31,XHN10000536,18,1
2018-01-31,XHN10000537,7,1
2018-01-31,XHN10000538,4,1
2018-01-31,XHN10000539,3,1
2018-01-31,XHN10000540,9,1
2018-01-31,XHN10000541,28,1
2018-01-31,XHN10000542,22,1
2018-01-31,XHN10000543,4,1
2018-01-31,XHN10000544,23,1
2018-01-31,XHN10000545,3,1
2018-01-31,XHN10000546,9,1
2018-01-31,XHN10000547,12,0
2018-01-31,XHN10000548,6,1
2018-01-31,XHN10000549,8,0
2018-01-31,XHN10000550,16,1
2018-01-31,XHN10000551,8,1
2018-01-31,XHN10000552,7,1
2018-01-31,XHN10000553,19,1
2018-01-31,XHN10000554,1,1
2018-01-31,XHN10000555,11,1
2018-01-31,XHN10000556,23,1
2018-01-31,XHN10000557,7,1
2018-01-31,XHN10000558,18,1
2018-01-31,XHN10000559,23,1
2018-01-31,XHN10000560,2,1
2018-01-31,XHN10000561,27,1
2018-01-31,XHN10000562,27,1
2018-01-31,XHN10000563,14,0
2018-01-31,XHN10000564,12,1
2018-01-31,XHN10000565,10,1
2018-01-31,XHN10000566,15,1
2018-01-31,XHN10000567,12,1
2018-01-31,XHN10000568,3,0
2018-01-31,XHN10000569,2,1
2018-01-31,XHN10000570,27,1
2018-01-31,XHN10000571,20,1
2018-01-31,XHN10000572,18,1
2018-01-31,XHN10000573,6,0
2018-01-31,XHN10000574,12,1
2018-01-31,XHN10000575,21,1
2018-01-31,XHN10000576,18,1
2018-01-31,XHN10000577,17,0
2018-01-31,XHN10000578,3,1
2018-01-31,XHN10000579,3,1
2018-01-31,XHN10000580,21,1
2018-01-31,XHN10000581,13,1
2018-01-31,XHN10000582,4,1
2018-01-31,XHN10000583,6,1
2018-01-31,XHN10000584,20,0
2018-01-31,XHN10000585,8,0
2018-01-31,XHN10000586,27,0
2018-01-31,XHN10000587,14,1
2018-01-31,XHN10000588,19,1
2018-01-31,XHN10000589,2,1
2018-01-31,XHN10000590,1,1
2018-01-31,XHN10000591,25,1
2018-01-31,XHN10000592,2,1
2018-01-31,XHN10000593,17,1
2018-01-31,XHN10000594,11,1
2018-01-31,XHN10000595,1,1
2018-01-31,XHN10000596,23,1
2018-01-31,XHN10000597,12,1
2018-01-31,XHN10000598,19,0
2018-01-31,XHN10000599,14,1
2018-01-31,XHN10000600,9,1
2018-01-31,XHN10000601,13,1
2018-01-31,XHN10000602,8,1
2018-01-31,XHN10000603,7,1
2018-01-31,XHN10000604,11,1
2018-01-31,XHN10000605,1,0
2018-01-31,XHN10000606,8,1
2018-01-31,XHN10000607,9,1
2018-01-31,XHN10000608,1,1
2018-01-31,XHN10000609,17,1
2018-01-31,XHN10000610,10,1
2018-01-31,XHN10000611,5,1
2018-01-31,XHN10000612,23,1
2018-01-31,XHN10000613,13,1
2018-01-31,XHN10000614,1,0
2018-01-31,XHN10000615,10,1
2018-01-31,XHN10000616,10,1
2018-01-31,XHN10000617,6,1
2018-01-31,XHN10000618,2,1
2018-01-31,XHN10000619,11,1
2018-01-31,XHN10000620,12,1
2018-01-31,XHN10000621,12,1
2018-01-31,XHN10000622,6,1
2018-01-31,XHN10000623,4,1
2018-01-31,XHN10000624,9,1
2018-01-31,XHN10000625,5,1
2018-01-31,XHN10000626,2,0
2018-01-31,XHN10000627,3,1
2018-01-31,XHN10000628,7,1
2018-01-31,XHN10000629,8,1
2018-01-31,XHN10000630,9,0
2018-01-31,XHN10000631,9,1
2018-01-31,XHN10000632,4,1
2018-01-31,XHN10000633,21,1
2018-01-31,XHN10000634,11,1
2018-01-31,XHN10000635,22,1
2018-01-31,XHN10000636,5,1
2018-01-31,XHN10000637,1,0
2018-01-31,XHN10000638,19,1
2018-01-31,XHN10000639,9,1
2018-01-31,XHN10000640,5,1
2018-01-31,XHN10000641,9,1
2018-01-31,XHN10000642,7,0
2018-01-31,XHN10000643,16,1
2018-01-31,XHN10000644,6,0
2018-01-31,XHN10000645,15,1
2018-01-31,XHN10000646,9,1
2018-01-31,XHN10000647,1,1
2018-01-31,XHN10000648,17,1
2018-01-31,XHN10000649,7,1
2018-01-31,XHN10000650,21,1
2018-01-31,XHN10000651,4,1
2018-01-31,XHN10000652,8,0
2018-01-31,XHN10000653,16,1
2018-01-31,XHN10000654,2,0
2018-01-31,XHN10000655,10,1
2018-01-31,XHN10000656,3,1
2018-01-31,XHN10000657,13,1
2018-01-31,XHN10000658,5,1
2018-01-31,XHN10000659,5,1
2018-01-31,XHN10000660,14,1
2018-01-31,XHN10000661,21,1
2018-01-31,XHN10000662,14,1
2018-01-31,XHN10000663,8,1
2018-01-31,XHN10000664,8,1
2018-01-31,XHN10000665,24,1
2018-01-31,XHN10000666,3,0
2018-01-31,XHN10000667,4,1
2018-01-31,XHN10000668,8,0
2018-01-31,XHN10000669,20,1
2018-01-31,XHN10000670,10,1
2018-01-31,XHN10000671,6,1
2018-01-31,XHN10000672,5,1
2018-01-31,XHN10000673,2,1
2018-01-31,XHN10000674,28,1
2018-01-31,XHN10000675,7,1
2018-01-31,XHN10000676,9,1
2018-01-31,XHN10000677,9,0
2018-01-31,XHN10000678,9,1
2018-01-31,XHN10000679,27,1
2018-01-31,XHN10000680,14,1
2018-01-31,XHN10000681,16,1
2018-01-31,XHN10000682,18,1
2018-01-31,XHN10000683,28,1
2018-01-31,XHN10000684,12,1
2018-01-31,XHN10000685,8,1
2018-01-31,XHN10000686,13,1
2018-01-31,XHN10000687,19,1
2018-01-31,XHN10000688,9,1
2018-01-31,XHN10000689,13,1
2018-01-31,XHN10000690,13,0
2018-01-31,XHN10000691,9,1
2018-01-31,XHN10000692,9,0
2018-01-31,XHN10000693,10,1
2018-01-31,XHN10000694,7,0
2018-01-31,XHN10000695,22,1
2018-01-31,XHN10000696,2,1
2018-01-31,XHN10000697,18,1
2018-01-31,XHN10000698,26,1
2018-01-31,XHN10000699,8,1
2018-01-31,XHN10000700,20,1
2018-01-31,XHN10000701,4,1
2018-01-31,XHN10000702,5,1
2018-01-31,XHN10000703,3,0
2018-01-31,XHN10000704,20,1
2018-01-31,XHN10000705,6,1
2018-01-31,XHN10000706,18,1
2018-01-31,XHN10000707,10,1
2018-01-31,XHN10000708,19,0
2018-01-31,XHN10000709,1,1
2018-01-31,XHN10000710,23,1
2018-01-31,XHN10000711,13,1
2018-01-31,XHN10000712,26,1
2018-01-31,XHN10000713,3,1
2018-01-31,XHN10000714,17,1
2018-01-31,XHN10000715,7,1
2018-01-31,XHN10000716,2,1
2018-01-31,XHN10000717,2,0
2018-01-31,XHN10000718,12,0
2018-01-31,XHN10000719,5,1
2018-01-31,XHN10000720,9,1
2018-01-31,XHN10000721,4,0
2018-01-31,XHN10000722,13,1
2018-01-31,XHN10000723,5,1
2018-01-31,XHN10000724,5,0
2018-01-31,XHN10000725,8,0
2018-01-31,XHN10000726,5,1
2018-01-31,XHN10000727,1,1
2018-01-31,XHN10000728,12,1
2018-01-31,XHN10000729,12,1
2018-01-31,XHN10000730,4,1
2018-01-31,XHN10000731,5,1
2018-01-31,XHN10000732,16,0
2018-01-31,XHN10000733,17,1
2018-01-31,XHN10000734,20,1
2018-01-31,XHN10000735,10,1
2018-01-31,XHN10000736,9,1
2018-01-31,XHN10000737,12,1
2018-01-31,XHN10000738,1,1
2018-01-31,XHN10000739,20,1
2018-01-31,XHN10000740,3,0
2018-01-31,XHN10000741,4,0
2018-01-31,XHN10000742,6,1
2018-01-31,XHN10000743,12,0
2018-01-31,XHN10000744,6,1
2018-01-31,XHN10000745,18,1
2018-01-31,XHN10000746,21,1
2018-01-31,XHN10000747,7,0
2018-01-31,XHN10000748,1,1
2018-01-31,XHN10000749,3,1
2018-01-31,XHN10000750,12,1
2018-01-31,XHN10000751,1,1
2018-01-31,XHN10000752,4,0
2018-01-31,XHN10000753,5,0
2018-01-31,XHN10000754,17,1
2018-01-31,XHN10000755,13,1
2018-01-31,XHN10000756,26,1
2018-01-31,XHN10000757,5,1
2018-01-31,XHN10000758,17,1
2018-01-31,XHN10000759,24,1
2018-01-31,XHN10000760,11,1
2018-01-31,XHN10000761,18,1
2018-01-31,XHN10000762,6,1
2018-01-31,XHN10000763,24,1
2018-01-31,XHN10000764,14,0
2018-01-31,XHN10000765,19,1
2018-01-31,XHN10000766,1,0
2018-01-31,XHN10000767,2,1
2018-01-31,XHN10000768,7,0
2018-01-31,XHN10000769,5,1
2018-01-31,XHN10000770,2,1
2018-01-31,XHN10000771,4,1
2018-01-31,XHN10000772,28,1
2018-01-31,XHN10000773,21,1
2018-01-31,XHN10000774,16,1
